id,ret
1,0.2922951095900632
2,0.42152832530791917
3,0.3921277172238276
4,0.41199800952007337
5,0.399385305218305
6,0.42345448915370265
7,0.5595502285847609
8,0.2705833451998937
9,0.3250623537263811
10,0.31487618313015575
11,0.4005830595851135
12,0.4040126664514561
13,0.31775467118312584
14,0.40310895696818627
15,0.3999177441418085
16,0.2808411507616571
17,0.4458325730938969
18,0.44931779892963014
19,0.43722038888810616
20,0.5351209685899126
21,0.2994188010151599
22,0.39057040671079607
23,0.4782616512205407
24,0.3091444787863303
25,0.3559755215669037
26,0.306261565989482
27,0.44985304618809574
28,0.28206410029518486
29,0.39678673757382105
30,0.4069984681392629
31,0.4443388681509352
32,0.31545489753867423
33,0.3534379788036721
34,0.5351209685899126
35,0.2602305871244403
36,0.32503482736547906
37,0.2992125131384764
38,0.45763092562161634
39,0.5868784500515255
40,0.37657956738579834
41,0.4245638180049544
42,0.31294098291166106
43,0.41089384732290485
44,0.3855423213313832
45,0.3034804515534058
46,0.38981239713402815
47,0.4442086140446545
48,0.33736642028163655
49,0.30179026674440634
50,0.5236160181861066
51,0.599499580466074
52,0.3339363523412717
53,0.5098297389520619
54,0.21743841618321494
55,0.31487618313015575
56,0.2991210497826923
57,0.1984885102342107
58,0.45356115791774104
59,0.4987133682114781
60,0.4209254622394404
61,0.2840799964071914
62,0.5706100725456636
63,0.674375357755682
64,0.5551280104543036
65,0.3917921387668345
66,0.5518938962698489
67,0.30791992833070836
68,0.3848250483258032
69,0.3591142230091243
70,0.4798571604077535
71,0.5536120196399233
72,0.4194762769104194
73,0.26999159288465063
74,0.38384544705263224
75,0.5844218065325082
76,0.5224793765994379
77,0.4292119986179576
78,0.5571216293794266
79,0.5787141828569267
80,0.5180678441979698
81,0.5019738927917096
82,0.4919044906899864
83,0.5237951137652526
84,0.5589049734912183
85,0.4058290096662593
86,0.40576221660177847
87,0.4102249220106874
88,0.38672884086036224
89,0.4017334795545313
90,0.4869784231225884
91,0.3288994778778687
92,0.5224793765994379
93,0.4115487865223809
94,0.5279626230340199
95,0.4798571604077535
96,0.5812158083673792
97,0.3434442481040491
98,0.4482095930442445
99,0.6329146161341076
100,0.5545071893901296
101,0.4460529434496616
102,0.48741791450771055
103,0.3751504271564408
104,0.48611019844792985
105,0.3725848565480731
106,0.4262679421805246
107,0.4805486977786105
108,0.4284713665062398
109,0.582953526900889
110,0.6039992094441244
111,0.4798571604077535
112,0.38256779870601837
113,0.2851703988001064
114,0.28524388609673146
115,0.45515720639868695
116,0.45791077720981177
117,0.2806497070182071
118,0.37002718034819204
119,0.4494840129693853
120,0.29200666002596076
121,0.2726427874955894
122,0.37456212390464316
123,0.385546330464185
124,0.35073299288051324
125,0.3678139134597926
126,0.36798278664799844
127,0.318360828339397
128,0.349496296171148
129,0.37568371216394625
130,0.254842353709043
131,0.4985973515334801
132,0.34257033689402144
133,0.3852743390719173
134,0.45791077720981177
135,0.42178867764508604
136,0.37905528408528716
137,0.35036350984916353
138,0.33480388638046926
139,0.37456212390464316
140,0.34834941068533504
141,0.38827269383363666
142,0.22997085640660814
143,0.29177653877525156
144,0.3604377843383362
145,0.3976201371860222
146,0.2586987170462427
147,0.3531106370523889
148,0.32230422563100986
149,0.35634329043992535
150,0.36820116807440084
151,0.2834669381693373
152,0.39126859491222976
153,0.28974549297748603
154,0.47813176477086883
155,0.3909344159393119
156,0.32993443168516245
157,0.30796385806910864
158,0.41615901143583006
159,0.3320731228097346
